Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners
Region B,Country 9,9/3/2021,0012E00002bdasW,Active,3-Sep-2021,Basic,1/14/2022 5:41 AM,
Region B,Country 9,9/3/2021,0012E00002bdasX,Active,3-Sep-2021,Basic,1/14/2022 5:41 AM,
Region B,Country 2,9/3/2021,0012E00002bdasY,Active,3-Sep-2021,Basic,1/14/2022 5:41 AM,
Region B,Country 9,9/3/2021,0012E00002bdasZ,Active,3-Sep-2021,Basic,1/14/2022 5:41 AM,
Region C,Country 16,9/3/2021,0012E00002bdatE,Active,3-Sep-2021,,1/9/2022 10:50 AM,1
Region B,Country 17,9/4/2021,0012E00002bdatJ,Blocked,8-Sep-2021,,,2
Region C,Country 16,9/8/2021,0012E00002bdavK,Active,9-Sep-2021,,,2
Region B,Country 2,9/3/2021,0012E00002bdaVO,Churned,13-Sep-2021,Core,,0
Region C,Country 16,9/23/2021,0012E00002bdAxg,Active,27-Sep-2021,,12/29/2021 1:52 AM,2
Region B,Country 10,9/3/2021,0012E00002bdaYm,Onboarding,,Core,,1
Region D,Country 5,9/3/2021,0012E00002bdaZp,Active,10-Sep-2021,Core,,
Region B,Country 10,9/8/2021,0012E00002bdb0U,Onboarding,,,,0
Region B,Country 17,9/8/2021,0012E00002bdb4b,Blocked,9-Sep-2021,,,1
Region D,Country 15,9/20/2021,0012E00002bdb6I,Active,27-Sep-2021,,,2
Region B,Country 2,9/14/2021,0012E00002bdb7H,Active,18-Sep-2021,,1/11/2022 9:02 AM,2
Region B,Country 9,9/10/2021,0012E00002bdB8P,Blocked,17-Sep-2021,,,1
Region B,Country 19,9/3/2021,0012E00002bdbAo,Blocked,30-Aug-2021,Core,,0
Region C,Country 16,9/3/2021,0012E00002bdbbq,Active,7-Sep-2021,,1/14/2022 11:45 AM,3
Region D,Country 20,9/4/2021,0012E00002bdbBS,Active,14-Sep-2021,,1/10/2022 2:49 AM,2
Region D,Country 5,9/8/2021,0012E00002bdbC1,Churned,13-Sep-2021,,,2
Region C,Country 16,9/2/2021,0012E00002bdbDE,Active,7-Sep-2021,Core,1/12/2022 5:24 AM,3
Region C,Country 3,9/3/2021,0012E00002bdbg7,Active,14-Sep-2021,Basic,,0
Region B,Country 9,9/3/2021,0012E00002bdbgM,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 18,9/3/2021,0012E00002bdbIP,Active,7-Sep-2021,Core,,2
Region B,Country 18,9/3/2021,0012E00002bdbIt,Active,12-Sep-2021,Core,,3
Region C,Country 16,9/21/2021,0012E00002bdBJX,Active,23-Sep-2021,,,1
Region C,Country 16,11/2/2021,0012E00002bdbkJ,Active,4-Nov-2021,,12/23/2021 2:16 AM,3
Region B,Country 2,9/9/2021,0012E00002bdBLd,Paused,,,,
Region B,Country 9,9/3/2021,0012E00002bdblg,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdbmU,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdbn8,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdbn9,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdbnA,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region C,Country 3,9/28/2021,0012E00002bdbNi,Churned,28-Sep-2021,,,0
Region B,Country 9,9/3/2021,0012E00002bdbnm,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 4,9/3/2021,0012E00002bdBnS,Onboarding,,Core,,0
Region B,Country 9,9/3/2021,0012E00002bdbnw,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdbnx,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region B,Country 9,9/3/2021,0012E00002bdboL,Active,15-Sep-2021,Core,1/11/2022 2:51 AM,4
Region C,Country 16,9/10/2021,0012E00002bdbOv,Churned,13-Sep-2021,,,0
Region B,Country 9,9/3/2021,0012E00002bdbQI,Active,10-Sep-2021,Core,,3
Region C,Country 16,9/3/2021,0012E00002bdbRa,Active,7-Sep-2021,,1/14/2022 9:27 AM,2
Region C,Country 16,9/3/2021,0012E00002bdbsm,Churned,7-Sep-2021,,12/19/2021 9:51 PM,5
Region C,Country 16,9/3/2021,0012E00002bdbSx,Active,7-Sep-2021,,11/28/2021 11:47 PM,3
Region C,Country 16,9/8/2021,0012E00002bdbTC,Active,8-Sep-2021,,1/11/2022 8:41 AM,3
Region C,Country 16,9/3/2021,0012E00002bdBTD,Active,3-Sep-2021,Premium,,1
Region C,Country 16,9/3/2021,0012E00002bdbvv,Active,24-Nov-2021,,1/14/2022 8:09 AM,4
Region C,Country 3,9/3/2021,0012E00002bdbWI,Active,8-Sep-2021,Premium,,2
Region B,Country 9,9/4/2021,0012E00002bdbwR,Churned,9-Sep-2021,,,0
Region B,Country 9,9/3/2021,0012E00002bdbXP,Active,12-May-2021,Basic,1/15/2022 4:08 AM,1
Region C,Country 16,9/1/2021,0012E00002bdByf,Churned,3-Sep-2021,Premium,,1
Region C,Country 16,9/3/2021,0012E00002bdC5U,Active,7-Sep-2021,,1/12/2022 3:53 AM,1
Region D,Country 11,9/5/2021,0012E00002bdcdT,Active,14-Sep-2021,,,1
Region A,Country 1,9/7/2021,0012E00002bdCdv,Active,8-Sep-2021,,11/28/2021 3:52 PM,2
Region D,Country 11,9/7/2021,0012E00002bdcfw,Churned,18-Sep-2021,,,1
Region A,Country 13,9/3/2021,0012E00002bdcGj,Active,21-Sep-2021,Premium,,1
Region A,Country 13,9/3/2021,0012E00002bdcGK,Churned,15-Sep-2021,Premium,,1
Region A,Country 13,9/3/2021,0012E00002bdcHD,Active,5-Oct-2021,Premium,,1
Region A,Country 13,9/3/2021,0012E00002bdcHS,Active,5-Oct-2021,Premium,,1
Region A,Country 6,9/4/2021,0012E00002bdcJd,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJe,Active,12-Sep-2021,,1/15/2022 2:40 AM,3
Region A,Country 6,9/4/2021,0012E00002bdcJJ,Churned,12-Sep-2021,,,
Region A,Country 6,9/4/2021,0012E00002bdcJL,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJn,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJo,Active,12-Sep-2021,,,2
Region A,Country 6,9/4/2021,0012E00002bdcJp,Churned,4-Oct-2021,,,
Region A,Country 6,9/4/2021,0012E00002bdcJq,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJT,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJU,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJx,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJy,Active,12-Sep-2021,,,3
Region A,Country 6,9/4/2021,0012E00002bdcJz,Active,12-Sep-2021,,,3
Region A,Country 13,9/4/2021,0012E00002bdcKb,Active,5-Oct-2021,,,0
Region A,Country 21,9/4/2021,0012E00002bdcKC,Churned,22-Oct-2021,,11/25/2021 12:28 PM,1
Region A,Country 13,9/4/2021,0012E00002bdcKg,Active,5-Oct-2021,,,1
Region A,Country 6,9/4/2021,0012E00002bdcKH,Active,12-Sep-2021,,,3
Region A,Country 21,9/4/2021,0012E00002bdcKq,Dead Opportunity,,,,
Region A,Country 6,9/4/2021,0012E00002bdcl6,Churned,14-Sep-2021,,,
Region A,Country 21,9/4/2021,0012E00002bdcLP,Active,27-Sep-2021,,1/13/2022 3:17 PM,1
Region A,Country 21,9/4/2021,0012E00002bdcLZ,Active,27-Sep-2021,,1/13/2022 3:17 PM,1
Region D,Country 5,9/16/2021,0012E00002bdCoF,Active,17-Sep-2021,,,4
Region A,Country 1,9/4/2021,0012E00002bdcP7,Active,8-Sep-2021,,12/28/2021 1:54 AM,4
Region A,Country 1,9/4/2021,0012E00002bdcPb,Active,9-Sep-2021,,,1
Region A,Country 1,9/4/2021,0012E00002bdcPM,Active,9-Sep-2021,,,2
Region A,Country 8,9/6/2021,0012E00002bdCPP,Churned,8-Oct-2021,,,0
Region D,Country 5,9/4/2021,0012E00002bdcPq,Active,7-Sep-2021,,,0
Region A,Country 1,9/4/2021,0012E00002bdcQ5,Active,7-Sep-2021,,,2
Region A,Country 1,9/4/2021,0012E00002bdcQF,Active,9-Sep-2021,,,2
Region A,Country 12,9/8/2021,0012E00002bdCqL,Dead Opportunity,,,,
Region C,Country 16,12/3/2021,0012E00002bdCRz,Active,6-Dec-2021,,1/10/2022 9:23 AM,4
Region D,Country 5,9/4/2021,0012E00002bdcU2,Active,23-Sep-2021,,,2
Region B,Country 9,9/1/2021,0012E00002bdCXn,Churned,3-Sep-2021,Core,,0
Region A,Country 8,9/3/2021,0012E00002bdCxW,Active,30-Sep-2021,Core,12/19/2021 11:44 AM,3
Region A,Country 13,9/3/2021,0012E00002bdcyK,Active,5-Oct-2021,Premium,12/7/2021 3:59 PM,1
Region A,Country 8,9/29/2021,0012E00002bdDb3,Active,27-Oct-2021,,,1
Region C,Country 16,9/7/2021,0012E00002bddBb,Active,8-Sep-2021,,,3
Region C,Country 16,9/3/2021,0012E00002bdde1,Active,10-Sep-2021,Basic,,2
Region B,Country 4,9/9/2021,0012E00002bdDeH,Churned,1-Oct-2021,,1/15/2022 4:59 AM,1
Region B,Country 26,9/17/2021,0012E00002bdDj4,Onboarding,,,,1
Region B,Country 17,9/22/2021,0012E00002bdDkp,Blocked,24-Sep-2021,,11/24/2021 7:47 AM,4
Region B,Country 2,9/1/2021,0012E00002bdDmG,Active,8-Sep-2021,Core,,1
Region B,Country 2,9/1/2021,0012E00002bdDnY,Active,8-Sep-2021,Core,,1
Region D,Country 15,10/27/2021,0012E00002bdDPp,Active,29-Oct-2021,,12/1/2021 7:11 PM,3
Region B,Country 10,9/4/2021,0012E00002bddTX,Churned,7-Sep-2021,,,0
Region C,Country 16,9/3/2021,0012E00002bddWg,Active,7-Sep-2021,,1/15/2022 1:04 AM,2
Region A,Country 8,9/1/2021,0012E00002bdDXo,Churned,13-Oct-2021,Core,,0
Region C,Country 16,9/3/2021,0012E00002bddYS,Active,7-Sep-2021,,1/15/2022 1:04 AM,3
Region C,Country 16,10/7/2021,0012E00002bdEaS,Active,7-Oct-2021,,1/15/2022 1:28 AM,1
Region B,Country 2,9/6/2021,0012E00002bdEC9,Churned,,,,0
Region D,Country 11,9/5/2021,0012E00002bdeE6,Active,14-Sep-2021,,,2
Region C,Country 16,9/10/2021,0012E00002bdEF3,Active,10-Sep-2021,,,1
Region A,Country 13,9/5/2021,0012E00002bdeFY,Active,21-Sep-2021,,,2
Region D,Country 11,9/5/2021,0012E00002bdeGb,Churned,14-Sep-2021,,,1
Region D,Country 11,9/5/2021,0012E00002bdeGl,Churned,7-Oct-2021,,,1
Region D,Country 11,9/9/2021,0012E00002bdeGM,Churned,18-Sep-2021,,,2
Region C,Country 16,9/8/2021,0012E00002bdEhT,Active,28-Sep-2021,,1/7/2022 10:05 AM,3
Region D,Country 11,9/5/2021,0012E00002bdeky,Active,13-Sep-2021,,,4
Region C,Country 16,9/9/2021,0012E00002bdELQ,Active,10-Sep-2021,,,2
Region D,Country 11,10/26/2021,0012E00002bdeQg,Active,7-Nov-2021,,11/22/2021 2:57 PM,1
Region A,Country 13,9/5/2021,0012E00002bdeRK,Active,5-Oct-2021,,,
Region A,Country 13,9/5/2021,0012E00002bdeRy,Active,15-Sep-2021,,,1
Region D,Country 14,10/7/2021,0012E00002bdeT1,Active,14-Oct-2021,,,2
Region C,Country 3,10/13/2021,0012E00002bdET2,Active,14-Oct-2021,,,2
Region D,Country 29,10/12/2021,0012E00002bdeUE,Active,25-Oct-2021,,11/28/2021 8:36 PM,0
Region D,Country 11,9/7/2021,0012E00002bdeVb,Active,18-Sep-2021,,,1
Region C,Country 16,9/3/2021,0012E00002bdEXd,Active,8-Sep-2021,,1/13/2022 9:14 PM,4
Region A,Country 13,9/6/2021,0012E00002bdeY1,Churned,21-Sep-2021,,,
Region A,Country 8,9/6/2021,0012E00002bdfaf,Onboarding,,,,0
Region A,Country 8,9/6/2021,0012E00002bdfau,Churned,,,,0
Region A,Country 1,9/6/2021,0012E00002bdfbT,Active,7-Sep-2021,,,4
Region A,Country 1,9/6/2021,0012E00002bdfeS,Active,7-Sep-2021,,12/28/2021 11:34 AM,3
Region B,Country 18,9/5/2021,0012E00002bdffG,Active,7-Sep-2021,,,2
Region A,Country 8,9/6/2021,0012E00002bdfFs,Active,15-Sep-2021,,12/20/2021 3:28 PM,2
Region A,Country 1,9/6/2021,0012E00002bdfh7,Onboarding,,,12/15/2021 8:58 AM,
Region A,Country 1,9/6/2021,0012E00002bdfiK,Active,7-Sep-2021,,1/11/2022 8:42 PM,3
Region A,Country 21,9/6/2021,0012E00002bdfoI,Active,5-Oct-2021,,1/14/2022 10:14 PM,2
Region A,Country 6,9/7/2021,0012E00002bdfoN,Active,14-Sep-2021,,,1
Region A,Country 21,9/6/2021,0012E00002bdfor,Active,21-Sep-2021,,1/14/2022 8:46 PM,
Region A,Country 8,9/6/2021,0012E00002bdfOW,Active,13-Oct-2021,,12/20/2021 3:28 PM,1
Region A,Country 1,9/6/2021,0012E00002bdfp1,Active,7-Sep-2021,,,4
Region A,Country 1,9/6/2021,0012E00002bdfp3,Active,7-Sep-2021,,,3
Region A,Country 1,9/6/2021,0012E00002bdfP8,Active,7-Sep-2021,,,2
Region A,Country 21,9/6/2021,0012E00002bdfpp,Churned,21-Sep-2021,,,
Region A,Country 6,9/6/2021,0012E00002bdfq4,Churned,12-Sep-2021,,,1
Region A,Country 21,9/6/2021,0012E00002bdfq9,Active,21-Sep-2021,,,
Region A,Country 1,9/6/2021,0012E00002bdfqx,Active,7-Sep-2021,,,2
Region A,Country 8,9/6/2021,0012E00002bdfSg,Active,13-Oct-2021,,12/20/2021 3:28 PM,2
Region A,Country 6,9/6/2021,0012E00002bdfsK,Churned,20-Sep-2021,,,
Region A,Country 1,9/6/2021,0012E00002bdfsP,Active,9-Sep-2021,,12/21/2021 7:05 AM,1
Region A,Country 6,9/6/2021,0012E00002bdfsy,Churned,,,,1
Region A,Country 8,9/6/2021,0012E00002bdfTt,Active,19-Oct-2021,,12/20/2021 3:28 PM,2
Region D,Country 14,9/12/2021,0012E00002bdFu1,Churned,25-Sep-2021,,12/8/2021 6:36 PM,1
Region A,Country 1,9/6/2021,0012E00002bdfUO,Active,7-Sep-2021,,,2
Region A,Country 1,9/6/2021,0012E00002bdfVG,Active,7-Sep-2021,,,2
Region A,Country 6,9/6/2021,0012E00002bdfxZ,Churned,,,,1
Region A,Country 8,9/6/2021,0012E00002bdg1l,Churned,21-Sep-2021,,,0
Region A,Country 6,9/6/2021,0012E00002bdg4f,Churned,12-Sep-2021,,,1
Region D,Country 11,9/26/2021,0012E00002bdG5d,Active,12-Oct-2021,,,0
Region A,Country 6,9/6/2021,0012E00002bdg5E,Churned,12-Sep-2021,,,1
Region A,Country 13,9/6/2021,0012E00002bdg5i,Active,,,,1
Region A,Country 1,9/6/2021,0012E00002bdg5J,Churned,7-Sep-2021,,,4
Region A,Country 6,9/6/2021,0012E00002bdg5n,Churned,12-Sep-2021,,,1
Region D,Country 15,9/6/2021,0012E00002bdg6g,Active,18-Oct-2021,,12/28/2021 11:32 PM,2
Region A,Country 23,9/6/2021,0012E00002bdg83,Active,7-Sep-2021,,,1
Region A,Country 1,9/6/2021,0012E00002bdg8N,Onboarding,,,,1
Region D,Country 15,9/6/2021,0012E00002bdgeO,Onboarding,,,,0
Region D,Country 15,9/6/2021,0012E00002bdges,Active,22-Oct-2021,,,
Region D,Country 5,9/16/2021,0012E00002bdget,Churned,23-Sep-2021,,,2
Region A,Country 8,9/7/2021,0012E00002bdgHo,Churned,22-Oct-2021,,,2
Region A,Country 8,9/6/2021,0012E00002bdgLC,Active,1-Oct-2021,,,3
Region D,Country 11,10/28/2021,0012E00002bdgm3,Active,7-Nov-2021,,12/14/2021 8:26 PM,4
Region D,Country 15,9/20/2021,0012E00002bdgmw,Active,27-Sep-2021,,12/3/2021 12:49 AM,2
Region D,Country 5,9/7/2021,0012E00002bdgnB,Active,15-Sep-2021,,,1
Region D,Country 15,9/6/2021,0012E00002bdgNI,Active,13-Sep-2021,,1/5/2022 1:11 AM,2
Region D,Country 15,9/6/2021,0012E00002bdgoi,Active,16-Sep-2021,,,
Region A,Country 8,9/6/2021,0012E00002bdgOp,Churned,21-Sep-2021,,,0
Region A,Country 6,9/6/2021,0012E00002bdgPe,Churned,12-Sep-2021,,,1
Region D,Country 11,9/30/2021,0012E00002bdgqt,Onboarding,,,,1
Region D,Country 11,9/12/2021,0012E00002bdgrF,Active,4-Oct-2021,,,
Region B,Country 17,9/2/2021,0012E00002bdGRu,Onboarding,,Core,,2
Region D,Country 15,9/6/2021,0012E00002bdgSE,Active,22-Sep-2021,,,2
Region D,Country 15,9/6/2021,0012E00002bdgT6,Active,23-Sep-2021,,,2
Region D,Country 15,9/6/2021,0012E00002bdgTu,Active,23-Sep-2021,,,2
Region D,Country 14,9/16/2021,0012E00002bdgTV,Active,25-Sep-2021,,11/23/2021 2:00 PM,2
Region D,Country 15,9/6/2021,0012E00002bdgUi,Onboarding,,,,
Region B,Country 10,10/17/2021,0012E00002bdgwr,Blocked,20-Oct-2021,,,1
Region D,Country 15,9/6/2021,0012E00002bdgXc,Active,24-Sep-2021,,,1
Region B,Country 4,9/9/2021,0012E00002bdgxz,Churned,28-Sep-2021,,,0
Region D,Country 7,10/5/2021,0012E00002bdgy4,Active,11-Oct-2021,,,2
Region D,Country 15,9/6/2021,0012E00002bdgZT,Active,22-Sep-2021,,,1
Region D,Country 5,9/6/2021,0012E00002bdh0Z,Active,28-Sep-2021,,,2
Region A,Country 13,9/6/2021,0012E00002bdh4R,Churned,8-Sep-2021,,,
Region B,Country 9,9/6/2021,0012E00002bdh5A,Onboarding,,,,0
Region A,Country 6,9/6/2021,0012E00002bdh7H,Churned,14-Sep-2021,,1/14/2022 11:01 AM,3
Region B,Country 9,9/7/2021,0012E00002bdh7Q,Blocked,28-Sep-2021,,,1
Region D,Country 11,9/9/2021,0012E00002bdh9C,Churned,,,,
Region A,Country 6,9/6/2021,0012E00002bdh9W,Active,14-Sep-2021,,,3
Region B,Country 18,9/6/2021,0012E00002bdha8,Active,1-Oct-2021,,11/17/2021 2:21 AM,2
Region A,Country 6,9/6/2021,0012E00002bdhAe,Active,14-Sep-2021,,,2
Region D,Country 11,9/7/2021,0012E00002bdhAt,Active,18-Sep-2021,,,1
Region B,Country 18,9/6/2021,0012E00002bdhaw,Active,1-Oct-2021,,11/17/2021 2:21 AM,3
Region B,Country 10,9/6/2021,0012E00002bdhax,Onboarding,,,,0
Region B,Country 18,9/6/2021,0012E00002bdhAy,Paused,14-Sep-2021,,,1
Region B,Country 18,9/6/2021,0012E00002bdhbf,Active,1-Oct-2021,,11/17/2021 2:21 AM,3
Region B,Country 9,9/6/2021,0012E00002bdhBN,Active,3-Nov-2021,,,3
Region B,Country 18,9/6/2021,0012E00002bdhci,Active,1-Oct-2021,,11/17/2021 2:21 AM,3
Region B,Country 18,9/6/2021,0012E00002bdhcO,Active,1-Nov-2021,,11/17/2021 2:21 AM,3
Region B,Country 18,9/6/2021,0012E00002bdhCu,Paused,15-Sep-2021,,,0
Region B,Country 9,9/6/2021,0012E00002bdhd2,Dead Opportunity,,,1/14/2022 1:43 AM,
Region B,Country 18,9/6/2021,0012E00002bdhEq,Paused,10-Sep-2021,,,0
Region B,Country 19,9/6/2021,0012E00002bdheV,Onboarding,,,,
Region B,Country 9,9/21/2021,0012E00002bdhGm,Onboarding,1-Oct-2021,,,1
Region B,Country 9,9/21/2021,0012E00002bdhGs,Onboarding,1-Oct-2021,,,1
Region B,Country 9,9/21/2021,0012E00002bdhH2,Onboarding,1-Oct-2021,,,1
Region B,Country 9,9/21/2021,0012E00002bdhH6,Onboarding,1-Oct-2021,,,1
Region B,Country 2,9/6/2021,0012E00002bdhHk,Active,7-Sep-2021,,,3
Region B,Country 9,9/21/2021,0012E00002bdhHL,Onboarding,1-Oct-2021,,,2
Region B,Country 4,9/6/2021,0012E00002bdhIi,Active,16-Oct-2021,,,1
Region B,Country 4,9/6/2021,0012E00002bdhIo,Active,8-Oct-2021,,,1
Region B,Country 10,9/6/2021,0012E00002bdhJb,Onboarding,,,,
Region B,Country 4,9/6/2021,0012E00002bdhJH,Active,25-Sep-2021,,,2
Region B,Country 10,9/6/2021,0012E00002bdhJl,Onboarding,,,,
Region C,Country 16,9/7/2021,0012E00002bdhkA,Active,9-Sep-2021,,,5
Region B,Country 9,9/24/2021,0012E00002bdhla,Active,11-Nov-2021,,,4
Region B,Country 9,12/2/2021,0012E00002bdhlG,Active,12-May-2021,,1/15/2022 4:08 AM,1
Region B,Country 9,9/6/2021,0012E00002bdhm4,Active,12-May-2021,,1/15/2022 4:08 AM,2
Region B,Country 9,9/6/2021,0012E00002bdhmA,Onboarding,,,,1
Region B,Country 9,9/6/2021,0012E00002bdhmJ,Active,12-May-2021,,1/15/2022 4:08 AM,2
Region B,Country 9,9/6/2021,0012E00002bdhnb,Active,18-Nov-2020,,1/14/2022 11:12 PM,3
Region B,Country 9,9/6/2021,0012E00002bdhNi,Blocked,9-Sep-2021,,,3
Region B,Country 9,9/6/2021,0012E00002bdhnq,Active,22-Dec-2020,,1/14/2022 11:12 PM,3
Region B,Country 9,9/6/2021,0012E00002bdhoF,Active,22-Dec-2020,,1/14/2022 11:12 PM,2
Region B,Country 9,9/6/2021,0012E00002bdhoK,Active,18-Nov-2020,,1/14/2022 11:12 PM,1
Region B,Country 9,9/6/2021,0012E00002bdhoL,Active,18-Nov-2020,,1/14/2022 11:12 PM,2
Region B,Country 9,9/6/2021,0012E00002bdhoy,Active,22-Dec-2020,,1/14/2022 11:12 PM,2
Region B,Country 9,9/6/2021,0012E00002bdhP5,Active,9-Sep-2021,,,1
Region B,Country 9,9/6/2021,0012E00002bdhpm,Active,22-Dec-2020,,1/14/2022 11:12 PM,3
Region A,Country 1,9/7/2021,0012E00002bdhpN,Active,8-Sep-2021,,,4
Region B,Country 26,9/9/2021,0012E00002bdhRL,Onboarding,,,,0
Region A,Country 1,9/7/2021,0012E00002bdhsH,Churned,7-Sep-2021,,12/24/2021 3:03 PM,1
Region A,Country 1,9/7/2021,0012E00002bdhu3,Churned,7-Sep-2021,,1/1/2022 8:35 PM,1
Region A,Country 1,9/7/2021,0012E00002bdhuD,Active,7-Sep-2021,,,
Region B,Country 18,9/6/2021,0012E00002bdhUL,Active,1-Nov-2021,,11/17/2021 2:21 AM,3
Region B,Country 18,9/6/2021,0012E00002bdhVc,Active,1-Oct-2021,,11/17/2021 2:21 AM,3
Region B,Country 9,9/8/2021,0012E00002bdhVm,Onboarding,,,,
Region B,Country 18,9/6/2021,0012E00002bdhXJ,Active,1-Oct-2021,,11/17/2021 2:21 AM,3
Region B,Country 18,9/6/2021,0012E00002bdhYR,Active,1-Oct-2021,,11/17/2021 2:21 AM,2
Region D,Country 11,9/11/2021,0012E00002bdHzw,Active,18-Sep-2021,,,0
Region A,Country 1,9/7/2021,0012E00002bdhzy,Churned,8-Sep-2021,,,2
Region A,Country 6,9/7/2021,0012E00002bdi0B,Active,14-Sep-2021,,1/15/2022 12:03 AM,3
Region D,Country 11,10/7/2021,0012E00002bdI2q,Active,17-Oct-2021,,,1
Region A,Country 6,9/7/2021,0012E00002bdi4N,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi4O,Churned,,,,
Region C,Country 16,9/10/2021,0012E00002bdI4P,Active,15-Sep-2021,,1/15/2022 12:44 AM,4
Region A,Country 6,9/7/2021,0012E00002bdi56,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi5k,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi6n,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi6o,Churned,,,,
Region D,Country 11,9/15/2021,0012E00002bdI6T,Active,27-Sep-2021,,,4
Region A,Country 1,9/7/2021,0012E00002bdi77,Active,20-Sep-2021,,1/14/2022 4:34 PM,1
Region A,Country 6,9/7/2021,0012E00002bdi7b,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi7H,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdi7I,Churned,,,,
Region A,Country 13,9/8/2021,0012E00002bdi8b,Churned,29-Sep-2021,,,
Region A,Country 13,9/8/2021,0012E00002bdi8e,Churned,29-Sep-2021,,,
Region A,Country 13,9/8/2021,0012E00002bdi8U,Churned,29-Sep-2021,,,
Region A,Country 13,9/8/2021,0012E00002bdi8Z,Active,9-Sep-2021,,,
Region A,Country 13,9/8/2021,0012E00002bdi9I,Churned,29-Sep-2021,,,
Region A,Country 6,9/7/2021,0012E00002bdi9m,Churned,,,,
Region A,Country 13,9/8/2021,0012E00002bdi9S,Churned,29-Sep-2021,,,
Region A,Country 21,9/7/2021,0012E00002bdibV,Active,24-Sep-2021,,,1
Region A,Country 21,9/7/2021,0012E00002bdics,Active,28-Sep-2021,,,1
Region A,Country 6,9/7/2021,0012E00002bdicx,Churned,,,,
Region D,Country 11,9/9/2021,0012E00002bdidg,Active,18-Sep-2021,,,2
Region A,Country 6,9/7/2021,0012E00002bdiDh,Churned,,,,
Region A,Country 21,9/7/2021,0012E00002bdidR,Active,8-Oct-2021,,,1
Region A,Country 21,9/7/2021,0012E00002bdidW,Active,23-Sep-2021,,,1
Region A,Country 6,9/7/2021,0012E00002bdiEl,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdiFU,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdiGm,Churned,,,,
Region A,Country 1,9/7/2021,0012E00002bdiGX,Churned,4-Oct-2021,,,1
Region D,Country 7,9/7/2021,0012E00002bdigz,Active,21-Sep-2021,,1/13/2022 9:43 PM,2
Region D,Country 11,9/15/2021,0012E00002bdIH4,Active,4-Oct-2021,,,1
Region A,Country 1,9/10/2021,0012E00002bdiHG,Active,20-Oct-2021,,,2
Region A,Country 6,9/7/2021,0012E00002bdihK,Active,14-Sep-2021,,1/14/2022 11:14 PM,3
Region A,Country 6,9/7/2021,0012E00002bdiHV,Churned,,,,
Region A,Country 6,9/7/2021,0012E00002bdiId,Active,12-Sep-2021,,1/13/2022 9:22 PM,4
Region A,Country 6,9/7/2021,0012E00002bdiIT,Churned,,,,
Region D,Country 14,9/7/2021,0012E00002bdij5,Active,18-Sep-2021,,1/9/2022 3:08 PM,4
Region A,Country 6,9/7/2021,0012E00002bdiJl,Churned,,,,
Region A,Country 1,9/7/2021,0012E00002bdikc,Active,7-Sep-2021,,11/30/2021 6:33 AM,5
Region D,Country 14,9/7/2021,0012E00002bdikh,Active,18-Sep-2021,,1/9/2022 3:08 PM,3
Region A,Country 6,9/7/2021,0012E00002bdiM1,Churned,21-Sep-2021,,,
Region A,Country 1,9/7/2021,0012E00002bdimE,Active,7-Sep-2021,,11/30/2021 6:33 AM,4
Region D,Country 11,9/7/2021,0012E00002bdinM,Onboarding,,,,1
Region D,Country 20,9/9/2021,0012E00002bdinw,Active,14-Sep-2021,,,2
Region D,Country 20,9/8/2021,0012E00002bdioA,Active,14-Sep-2021,,,1
Region A,Country 8,9/7/2021,0012E00002bdiOM,Onboarding,,,1/13/2022 1:43 PM,0
Region D,Country 5,9/29/2021,0012E00002bdioo,Churned,5-Oct-2021,,,0
